CharacterName|WikiLink
J. Blishen|J._Blishen
Y. Blishen|Y._Blishen
Beatrix Bloxam's cousins|Beatrix_Bloxam%27s_cousins
Bungy|Bungy
Cadium Featherstone|Cadium_Featherstone
Cadogan's pony|Cadogan%27s_pony
M. Carneiro (Muggle)|M._Carneiro_(Muggle)
M. Carneirus (American)|M._Carneirus_(American)
M. P. Carneirus|M._P._Carneirus
Cho Chang's spouse|Cho_Chang%27s_spouse
Cliodna's birds|Cliodna%27s_birds
Cogg|Cogg
Cook at the Leaky Cauldron|Cook_at_the_Leaky_Cauldron
Cooper children|Cooper_children
Dirk Cresswell's friends|Dirk_Cresswell%27s_friends
Crispin Cronk's sphinxes|Crispin_Cronk%27s_sphinxes
Cyprian Youdle's killer|Cyprian_Youdle%27s_killer
Director of the Investigation Department No. 61042|Director_of_the_Investigation_Department_No._61042
Director of the Ministry Police No. 41041|Director_of_the_Ministry_Police_No._41041
Draco Malfoy's eagle owl|Draco_Malfoy%27s_eagle_owl
Dudley Dursley's parrot|Dudley_Dursley%27s_parrot
Dudley Dursley's tortoise|Dudley_Dursley%27s_tortoise
Editor of Which Broomstick?|Editor_of_Which_Broomstick?
Ellerby|Ellerby
Employee of the Hogsmeade Post Office|Employee_of_the_Hogsmeade_Post_Office
FDM|FDM
D. Figueiredus|D._Figueiredus
E. L. Filhus|E._L._Filhus
Fleetwing|Fleetwing
Fleetwood|Fleetwood
Filius Flitwick's goblin ancestor|Filius_Flitwick%27s_goblin_ancestor
G. Forbes|G._Forbes
Foreign President|Foreign_President
Gamp|Gamp
Kit Gerrard|Kit_Gerrard
Ghoul in Grimmauld Place|Ghoul_in_Grimmauld_Place
Gilderoy Lockhart's neighbour|Gilderoy_Lockhart%27s_neighbour
Gormless Morgan's friends|Gormless_Morgan%27s_friends
Grangers' dogs|Grangers%27_dogs
Gringott's Dragon|Gringott%27s_Dragon
Grisema Quoia|Grisema_Quoia
Hawk-like owl|Hawk-like_owl
Herpo the Foul's basilisk|Herpo_the_Foul%27s_basilisk
Hogwarts Express driver|Hogwarts_Express_driver
Hogwarts Giant Squid|Hogwarts_Giant_Squid
Hoppy|Hoppy
Horace Slughorn's owl|Horace_Slughorn%27s_owl
Hothoof|Hothoof
Infant Demonic|Infant_Demonic
James Potter II's owl|James_Potter_II%27s_owl
Jenna Jovius|Jenna_Jovius
Bertha Jorkins's second cousin|Bertha_Jorkins%27s_second_cousin
Khanna family house-elf|Khanna_family_house-elf
Kneil|Kneil
H. Knighton's offspring|H._Knighton%27s_offspring
H . O. Lama|H_._O._Lama
E. Lambini|E._Lambini
Laurenzoo|Laurenzoo
E. Limus|E._Limus
E. A. Limus|E._A._Limus
W. Lozzus|W._Lozzus
Lucius Malfoy's dogs|Lucius_Malfoy%27s_dogs
M. Carneiro (wizard)|M._Carneiro_(wizard)
K. Machadus|K._Machadus
Mafalda Hopkirk's Ministerial Superior|Mafalda_Hopkirk%27s_Ministerial_Superior
Matey|Matey
Evaan Mathew|Evaan_Mathew
Mauler|Mauler
Mayer|Mayer
McGonagalls' cat|McGonagalls%27_cat
McHavelock|McHavelock
Medusa|Medusa
Millicent Bulstrode's cat|Millicent_Bulstrode%27s_cat
M. Mina|M._Mina
Minerva McGonagall's successor|Minerva_McGonagall%27s_successor
Ministry of Magic Visitor No. 09602|Ministry_of_Magic_Visitor_No._09602
Ministry of Magic Visitor No. 09603|Ministry_of_Magic_Visitor_No._09603
Ministry of Magic Visitor No. 09786|Ministry_of_Magic_Visitor_No._09786
Ministry Official No. 39423|Ministry_Official_No._39423
M. L. Minus|M._L._Minus
M. L. Miraphorum|M._L._Miraphorum
M. Miraphorumus|M._Miraphorumus
Miromy Hara|Miromy_Hara
Modesty Rabnott's hippogriff|Modesty_Rabnott%27s_hippogriff
Monstrous Leaky Cauldron guest|Monstrous_Leaky_Cauldron_guest
Morfin Gaunt's first snake|Morfin_Gaunt%27s_first_snake
Morfin Gaunt's second snake|Morfin_Gaunt%27s_second_snake
Moribund|Moribund
Name|Name
Name author|Name_author
M. P. Nettum|M._P._Nettum
Nevin|Nevin
N. Newzer|N._Newzer
Nigel Wolpert's owl|Nigel_Wolpert%27s_owl
L. O'Sullivan|L._O%27Sullivan
Overweight Ministry of Magic worker|Overweight_Ministry_of_Magic_worker
Painting of a caged monkey|Painting_of_a_caged_monkey
Painting of a giraffe|Painting_of_a_giraffe
Painting of a hippopotamus|Painting_of_a_hippopotamus
Painting of a tiger|Painting_of_a_tiger
Painting of a wolfhound|Painting_of_a_wolfhound
Painting of an elephant|Painting_of_an_elephant
R. Palombus|R._Palombus
Riya Patel|Riya_Patel
J. Pippin|J._Pippin
H. Pollingtonious|H._Pollingtonious
Port Authority boss|Port_Authority_boss
Portrait of a dog|Portrait_of_a_dog
Portrait of a mother and baby|Portrait_of_a_mother_and_baby
Portrait of people watching Quidditch|Portrait_of_people_watching_Quidditch
Prime Minister's political opponent|Prime_Minister%27s_political_opponent
Proudfoot|Proudfoot
Quentin Sparkle|Quentin_Sparkle
R's messengers|R%27s_messengers
M. Ralphous|M._Ralphous
Robert McGonagall Senior's friends|Robert_McGonagall_Senior%27s_friends
Rodney Rohesia|Rodney_Rohesia
Ronald Weasley's frog|Ronald_Weasley%27s_frog
Rosalind Ness|Rosalind_Ness
Rosmerta's cat|Rosmerta%27s_cat
Rosmerta's dog|Rosmerta%27s_dog
Sam's owner|Sam%27s_owner
Savage|Savage
Scrivenshaft|Scrivenshaft
Erika Ostensen|Erika_Ostensen
Owner of 7 Privet Drive|Owner_of_7_Privet_Drive
Owner of the Railview Hotel|Owner_of_the_Railview_Hotel
Daniel Page's sister|Daniel_Page%27s_sister
Paper shop girl|Paper_shop_girl
Lenelle Paraison|Lenelle_Paraison
Patil twins' mother|Patil_twins%27_mother
Patricia Rakepick's mother|Patricia_Rakepick%27s_mother
Huguette Perrot|Huguette_Perrot
Laurelle Perrot|Laurelle_Perrot
Odile Perrot|Odile_Perrot
Amanda Pettet|Amanda_Pettet
Enid Pettigrew|Enid_Pettigrew
Phoebe Clem|Phoebe_Clem
Constance Pickering's mother|Constance_Pickering%27s_mother
Pidgron sisters|Pidgron_sisters
Irma Pince|Irma_Pince
E. Pinecoffin|E._Pinecoffin
Arlene Piper|Arlene_Piper
Iris Pius|Iris_Pius
Mirabella Plunkett's mother|Mirabella_Plunkett%27s_mother
Piers Polkiss's mother|Piers_Polkiss%27s_mother
Poppy|Poppy
Petrova Porskoff|Petrova_Porskoff
Portrait of a family|Portrait_of_a_family
Portrait of a group of journeying wizards|Portrait_of_a_group_of_journeying_wizards
Portrait of a group of women in crinolines|Portrait_of_a_group_of_women_in_crinolines
Portrait of a mermaid|Portrait_of_a_mermaid
Portrait of a witch flying to the moon|Portrait_of_a_witch_flying_to_the_moon
Portrait of a witch in a meadow|Portrait_of_a_witch_in_a_meadow
Portrait of a witch in green|Portrait_of_a_witch_in_green
Portrait of a witch in Pompadour hairstyle|Portrait_of_a_witch_in_Pompadour_hairstyle
Portrait of three young ladies|Portrait_of_three_young_ladies
Portrait of two lovers in a graveyard|Portrait_of_two_lovers_in_a_graveyard
Portrait of wailing women|Portrait_of_wailing_women
Molly Weasley's mother|Molly_Weasley%27s_mother
Primpernelle|Primpernelle
Jodie Pritchard|Jodie_Pritchard
Elsie Prod|Elsie_Prod
Puddifoot|Puddifoot
Quintia Qarase|Quintia_Qarase
Symposia Rawle|Symposia_Rawle
Unidentified red-haired witch|Unidentified_red-haired_witch
Unidentified female reporter|Unidentified_female_reporter
Riddles' cook|Riddles%27_cook
Riddles' maid|Riddles%27_maid
C. Roemmele|C._Roemmele
Alexandra Rokonski|Alexandra_Rokonski
Isodora Rose|Isodora_Rose
Rosie|Rosie
Minette Lestrange|Minette_Lestrange
Isobel Ross's mother|Isobel_Ross%27s_mother
Euphemia Rowle|Euphemia_Rowle
Regina Rowle|Regina_Rowle
Rowena Rowle|Rowena_Rowle
Ruby (witch)|Ruby_(witch)
Nellie Lo Russell|Nellie_Lo_Russell
Elicia Scales|Elicia_Scales
Newton Scamander's mother|Newton_Scamander%27s_mother
Lisbeth Scintilla|Lisbeth_Scintilla
Selina|Selina
Sharon|Sharon
Kitty Sharp|Kitty_Sharp
Scarlet Sharp|Scarlet_Sharp
Ruby Sheldon|Ruby_Sheldon
Shepherdess|Shepherdess
Maisie Sheppard|Maisie_Sheppard
Dorothy Sheridan|Dorothy_Sheridan
Lara Sigg|Lara_Sigg
Lara Von Sigg|Lara_Von_Sigg
Silvia|Silvia
Narinder Singh|Narinder_Singh
Ariel Singleton|Ariel_Singleton
Aurora Sinistra|Aurora_Sinistra
Enid Smeek|Enid_Smeek
Smeltings nurse|Smeltings_nurse
Lisa Smith|Lisa_Smith
Smoky-eyed Potions professor|Smoky-eyed_Potions_professor
Georgina Smyth|Georgina_Smyth
Sofie|Sofie
Sophie Duchamps|Sophie_Duchamps
Emma Squiggle|Emma_Squiggle
Theresa Stadt|Theresa_Stadt
Violeta Stitch|Violeta_Stitch
Brunhilde Stokke|Brunhilde_Stokke
Miriam Strout|Miriam_Strout
Sunita Mistry|Sunita_Mistry
Sylvia|Sylvia
Keiko Takahashi|Keiko_Takahashi
Tessie|Tessie
The Fates|The_Fates
Janus Thickey's wife|Janus_Thickey%27s_wife
Dean Thomas's mother|Dean_Thomas%27s_mother
Lucinda Thomsonicle-Pocus|Lucinda_Thomsonicle-Pocus
Violet Tillyman|Violet_Tillyman
Violet Tillyman's mother|Violet_Tillyman%27s_mother
Agatha Timms|Agatha_Timms
Alice Tolipan (Muggle)|Alice_Tolipan_(Muggle)
Sybill Trelawney's mother|Sybill_Trelawney%27s_mother
Donaghan Tremlett's wife|Donaghan_Tremlett%27s_wife
Donaghan Tremlett's mother|Donaghan_Tremlett%27s_mother
Bronwyn Trigg|Bronwyn_Trigg
Magenta Tripe|Magenta_Tripe
Tubbs|Tubbs
Felicitania Tugwood|Felicitania_Tugwood
Alanza Alves's grandmother|Alanza_Alves%27s_grandmother
Liz Tuttle's maternal grandmother|Liz_Tuttle%27s_maternal_grandmother
Daisy Twemlove|Daisy_Twemlove
Wilhemina Twigge|Wilhemina_Twigge
Unidentified 19th-century Herbology professor|Unidentified_19th-century_Herbology_professor
Unidentified Beauxbatons students|Unidentified_Beauxbatons_students
Unidentified Daily Prophet journalist|Unidentified_Daily_Prophet_journalist
Unidentified Dark Witch|Unidentified_Dark_Witch
Unidentified daughter|Unidentified_daughter
Unidentified executioner (I)|Unidentified_executioner_(I)
Unidentified female Council of Magical Law juror|Unidentified_female_Council_of_Magical_Law_juror
Unidentified female Customer in Bakery|Unidentified_female_Customer_in_Bakery
Unidentified female Swedish Shortsnout|Unidentified_female_Swedish_Shortsnout
Unidentified florist in Diagon Alley|Unidentified_florist_in_Diagon_Alley
Unidentified French Ministry of Magic receptionist|Unidentified_French_Ministry_of_Magic_receptionist
Unidentified frizzy-haired Wizengamot member|Unidentified_frizzy-haired_Wizengamot_member
Unidentified Ghosts|Unidentified_Ghosts
Unidentified grandmother|Unidentified_grandmother
Unidentified guide|Unidentified_guide
Unidentified Hogwarts employees|Unidentified_Hogwarts_employees
Unidentified housewife|Unidentified_housewife
Unidentified MACUSA Aurors|Unidentified_MACUSA_Aurors
Unidentified Madam Malkin's Robes for All Occasions employee|Unidentified_Madam_Malkin%27s_Robes_for_All_Occasions_employee
Unidentified Ministry witch (I)|Unidentified_Ministry_witch_(I)
Unidentified Muggle child in Zoo|Unidentified_Muggle_child_in_Zoo
Unidentified Muggle girl from Liverpool|Unidentified_Muggle_girl_from_Liverpool
Unidentified Muggle woman (III)|Unidentified_Muggle_woman_(III)
Unidentified Muggle woman about the train to Kettering|Unidentified_Muggle_woman_about_the_train_to_Kettering
Unidentified Muggle woman on Chertsey train|Unidentified_Muggle_woman_on_Chertsey_train
Unidentified Muggle woman who was looking at Rubeus Hagrid in 1991|Unidentified_Muggle_woman_who_was_looking_at_Rubeus_Hagrid_in_1991
Unidentified nine-year old's grandparents|Unidentified_nine-year_old%27s_grandparents
Unidentified Ollivander's assistant|Unidentified_Ollivander%27s_assistant
Unidentified pamphlet maker witch|Unidentified_pamphlet_maker_witch
Unidentified portrait in Malfoy Manor (I)|Unidentified_portrait_in_Malfoy_Manor_(I)
Unidentified Sleeping Headmistress with Rings|Unidentified_Sleeping_Headmistress_with_Rings
Unidentified Sleeping Headmistress with Sphere|Unidentified_Sleeping_Headmistress_with_Sphere
Unidentified soap actress|Unidentified_soap_actress
Unidentified studying girls|Unidentified_studying_girls
Unidentified teacher at St. Grogory's Primary School|Unidentified_teacher_at_St._Grogory%27s_Primary_School
Unidentified Thestrals|Unidentified_Thestrals
Unidentified two elderly Wizengamot witches|Unidentified_two_elderly_Wizengamot_witches
Unidentified young wife|Unidentified_young_wife
Elsie Valentine Schroeder|Elsie_Valentine_Schroeder
Valerie Valion|Valerie_Valion
Louise Van Hawe|Louise_Van_Hawe
Emma Vane (Muggle)|Emma_Vane_(Muggle)
Emma Vane's mother|Emma_Vane%27s_mother
Romilda Vane's grandmother|Romilda_Vane%27s_grandmother
Nikola Vassileva|Nikola_Vassileva
Septima Vector|Septima_Vector
Verity|Verity
Veronica Vexmoor|Veronica_Vexmoor
Vibes Twins|Vibes_Twins
Violet|Violet
Voice of lift at the Ministry of Magic|Voice_of_lift_at_the_Ministry_of_Magic
Valentina Vázquez|Valentina_V%C3%A1zquez
Wailing Widow|Wailing_Widow
Waitress at Luchino Caffe|Waitress_at_Luchino_Caffe
Wakanda|Wakanda
Lauren Wakefield (in-universe)|Lauren_Wakefield_(in-universe)
Wandless|Wandless
Celestina Warbeck's mother|Celestina_Warbeck%27s_mother
Mercy Wardwell|Mercy_Wardwell
Myrtle Warren's mother|Myrtle_Warren%27s_mother
Warrington sisters' grandmother|Warrington_sisters%27_grandmother
Winifred Warrington|Winifred_Warrington
Weasley family chickens|Weasley_family_chickens
Audrey Weasley|Audrey_Weasley
Roxanne Weasley|Roxanne_Weasley
Nicola Wells|Nicola_Wells
Saranna Wilkinson|Saranna_Wilkinson
Heliotrope Willis|Heliotrope_Willis
Winky's grandmother|Winky%27s_grandmother
Winky's mother|Winky%27s_mother
Jennifer Winston|Jennifer_Winston
Unidentified witch who tried to make an Aprils Fool on Alastor Moody at Aprils Fools Day|Unidentified_witch_who_tried_to_make_an_Aprils_Fool_on_Alastor_Moody_at_Aprils_Fools_Day
Witch with a hairy chin|Witch_with_a_hairy_chin
Dawn Withey|Dawn_Withey
Portrait of a female nurse in the hospital wing|Portrait_of_a_female_nurse_in_the_hospital_wing
Woman at Wedding of Bill and Fleur|Woman_at_Wedding_of_Bill_and_Fleur
Oliver Wood's mother|Oliver_Wood%27s_mother
Wool woman|Wool_woman
Young witch maid|Young_witch_maid
Yvonne|Yvonne
Blaise Zabini's mother|Blaise_Zabini%27s_mother
Ya Zhou|Ya_Zhou
Zygmunt Budge's sheep|Zygmunt_Budge%27s_sheep
2-Headed Baby|2-Headed_Baby
Theophilus Abbot|Theophilus_Abbot
Achilles Tolliver|Achilles_Tolliver
Enoch Acidus|Enoch_Acidus
Actor who played Crapaud|Actor_who_played_Crapaud
Actor who played Grenouille|Actor_who_played_Grenouille
Jomauh Agardh|Jomauh_Agardh
Agnes's son|Agnes%27s_son
Babajide Akingbade|Babajide_Akingbade
Albino peacock|Albino_peacock
Albus Dumbledore's great-great-grandfather|Albus_Dumbledore%27s_great-great-grandfather
Arkie Alderton|Arkie_Alderton
William Alderton|William_Alderton
Raul Almeida|Raul_Almeida
Pedrus Almeidus|Pedrus_Almeidus
M. Amerinus|M._Amerinus
Amos Hopkins|Amos_Hopkins
Anderson|Anderson
Announcer at Henry Shaw Junior's fundraising dinner|Announcer_at_Henry_Shaw_Junior%27s_fundraising_dinner
Jonny Anomaly|Jonny_Anomaly
Antonio|Antonio
Apothecary shopkeeper|Apothecary_shopkeeper
Walter Aragon|Walter_Aragon
Armenian warlock|Armenian_warlock
Arnold|Arnold
Arthur Weasley's contact at the Floo Regulation Panel|Arthur_Weasley%27s_contact_at_the_Floo_Regulation_Panel
Unidentified Aurors stationed at the Great Hall|Unidentified_Aurors_stationed_at_the_Great_Hall
Edwin Avarus|Edwin_Avarus
Aviemore station master|Aviemore_station_master
Archie Aymslowe|Archie_Aymslowe
Badgered Boy|Badgered_Boy
Ludovic Bagman's father|Ludovic_Bagman%27s_father
Otto Bagman|Otto_Bagman
Fred Baille|Fred_Baille
Alistair Ballcocke|Alistair_Ballcocke
Alistaire Ballcocke|Alistaire_Ballcocke
José Barboza|Jos%C3%A9_Barboza
Modesty Barebone's biological father|Modesty_Barebone%27s_biological_father
Lucas Bargeworthy|Lucas_Bargeworthy
Barker (Muggle)|Barker_(Muggle)
Barman at the Three Broomsticks|Barman_at_the_Three_Broomsticks
Michael Barnathan|Michael_Barnathan
Elsie Barrett|Elsie_Barrett
J. M. Barrie|J._M._Barrie
Ali Bashir|Ali_Bashir
Basil|Basil
Basil Silva|Basil_Silva
John Bastedo|John_Bastedo
Podric Batworthy XXIII|Podric_Batworthy_XXIII
Charlie Baverstock|Charlie_Baverstock
Herbert Beery|Herbert_Beery
Marcus Belby's father|Marcus_Belby%27s_father
Eugene Belcher|Eugene_Belcher
Humphrey Belcher|Humphrey_Belcher
Katie Bell's father|Katie_Bell%27s_father
Benedict|Benedict
Angelo Benitez|Angelo_Benitez
Benjamin Hater|Benjamin_Hater
Bennett Burgess|Bennett_Burgess
Archibald Bennett|Archibald_Bennett
Bernie|Bernie
Mordecai Berrycloth|Mordecai_Berrycloth
Norville Bezerko|Norville_Bezerko
Archibald Bienbon|Archibald_Bienbon
William Billings|William_Billings
Bimp|Bimp
Gilbert Bingley|Gilbert_Bingley
Cuthbert Binns's father|Cuthbert_Binns%27s_father
Brevis Birch|Brevis_Birch
Dennis Bishop|Dennis_Bishop
Black Knight|Black_Knight
Sirius Black I|Sirius_Black_I
Yuri Von Blisch|Yuri_Von_Blisch
Yuri Blischen|Yuri_Blischen
David Blishen|David_Blishen
Yuri Blishen|Yuri_Blishen
Yuri Blishenov|Yuri_Blishenov
Jimbo Blishwick|Jimbo_Blishwick
Robert Bliss|Robert_Bliss
Bloke who fixed the toilet at Leaky Cauldron|Bloke_who_fixed_the_toilet_at_Leaky_Cauldron
Jean-Baptiste Bloncourt|Jean-Baptiste_Bloncourt
Raymond Bloom|Raymond_Bloom
Blordak|Blordak
Peter Blotting|Peter_Blotting
Beatrix Bloxam's father|Beatrix_Bloxam%27s_father
Stubby Boardman|Stubby_Boardman
Bob|Bob
Edmund Bollifant|Edmund_Bollifant
Hector Bolobolo|Hector_Bolobolo
Boniface|Boniface
Libatius Borage|Libatius_Borage
Boris the Bewildered|Boris_the_Bewildered
Borys the Brute|Borys_the_Brute
Phineas Bourne|Phineas_Bourne
Sanderson Bowles|Sanderson_Bowles
Boy who kept a bezoar in his pocket's brother|Boy_who_kept_a_bezoar_in_his_pocket%27s_brother
Bozo|Bozo
Rudolf Brand|Rudolf_Brand
Maximus Brankovitch III|Maximus_Brankovitch_III
Brian|Brian
British Prime Minister in 1996|British_Prime_Minister_in_1996
Karl Broadmoor|Karl_Broadmoor
Kevin Broadmoor|Kevin_Broadmoor
Rupert Brookstanton|Rupert_Brookstanton
Gordon Brown|Gordon_Brown
Lavender Brown's father|Lavender_Brown%27s_father
Bruno Bruunhart|Bruno_Bruunhart
John Buchanan|John_Buchanan
Budleigh Babberton milkman|Budleigh_Babberton_milkman
Burgock|Burgock
Belvina Burke's sons|Belvina_Burke%27s_sons
Caractacus Burke|Caractacus_Burke
Herbert Burke|Herbert_Burke
George W. Bush|George_W._Bush
Cadogan's portraitist|Cadogan%27s_portraitist
Caesar|Caesar
Calvert Tillery|Calvert_Tillery
Angus Campbell|Angus_Campbell
Lennox Campbell|Lennox_Campbell
Sol Campbell|Sol_Campbell
Diego Caplan's grandfather|Diego_Caplan%27s_grandfather
Caractacus|Caractacus
Haniball Carathi|Haniball_Carathi
Mauricio Carneiro|Mauricio_Carneiro
Oliver Cartwright|Oliver_Cartwright
Luca Caruso (Muggle)|Luca_Caruso_(Muggle)
Luccas Carusus|Luccas_Carusus
Caspar Crouch's son|Caspar_Crouch%27s_son
Mary Cattermole's father|Mary_Cattermole%27s_father
Arturo Cephalopos|Arturo_Cephalopos
Ceremony official|Ceremony_official
Mauricius Carneirus|Mauricius_Carneirus
Cho Chang's father|Cho_Chang%27s_father
Chas|Chas
Chief Warlock of the Wizengamot in 1544|Chief_Warlock_of_the_Wizengamot_in_1544
Terry Chloe|Terry_Chloe
Chrisp|Chrisp
Circus Arcanus house-elf|Circus_Arcanus_house-elf
Clarke|Clarke
Jeremy Clarkson|Jeremy_Clarkson
Cleaner at Leaky Cauldron|Cleaner_at_Leaky_Cauldron
Nick Clegg|Nick_Clegg
Bill Clinton|Bill_Clinton
Carlos Clodoaldo|Carlos_Clodoaldo
Horatio Cloke|Horatio_Cloke
João Coelho|Jo%C3%A3o_Coelho
Unidentified Committee for the Disposal of Dangerous Creatures member|Unidentified_Committee_for_the_Disposal_of_Dangerous_Creatures_member
Connolly|Connolly
John Constable|John_Constable
Mark Constantine|Mark_Constantine
Cook of The Hanged Man|Cook_of_The_Hanged_Man
Buckley Cooper's brother|Buckley_Cooper%27s_brother
Buckley Cooper|Buckley_Cooper
Howland Coopey|Howland_Coopey
Ben Copper's father|Ben_Copper%27s_father
Gregory Cotton|Gregory_Cotton
Council of Magical Law guards|Council_of_Magical_Law_guards
George Coutas|George_Coutas
Stuart Craggius|Stuart_Craggius
Creevey brothers' father|Creevey_brothers%27_father
Cresswell brothers|Cresswell_brothers
Saul Croaker|Saul_Croaker
Bartemius Crouch Snr's grandfather|Bartemius_Crouch_Snr%27s_grandfather
Hector Dagworth-Granger|Hector_Dagworth-Granger
Alistair Darling|Alistair_Darling
Vincent Davies|Vincent_Davies
Vincent Davis|Vincent_Davis
Caradoc Dearborn|Caradoc_Dearborn
Decorative waiter serving Dragon Tartare|Decorative_waiter_serving_Dragon_Tartare
Daniel Defoe|Daniel_Defoe
Julius Dehoff|Julius_Dehoff
Julius Dehoffe|Julius_Dehoffe
Delacour sisters' father|Delacour_sisters%27_father
Jason Denbright|Jason_Denbright
Simon Dentata|Simon_Dentata
Unidentified Department of Mysteries intern|Unidentified_Department_of_Mysteries_intern
Philbert Deverill|Philbert_Deverill
Fernando Diaz|Fernando_Diaz
Dedalus Diggle|Dedalus_Diggle
Amos Diggory|Amos_Diggory
Ivor Dillonsby|Ivor_Dillonsby
Dirk|Dirk
Dishevelled Wizard|Dishevelled_Wizard
Ragmar Dorkins|Ragmar_Dorkins
Double-ended-newt wizard|Double-ended-newt_wizard
Rob Dowson|Rob_Dowson
Dimitar Draganov|Dimitar_Draganov
Dragon keeper|Dragon_keeper
Dre Head|Dre_Head
Driving test examiner|Driving_test_examiner
Dudley|Dudley
Davet Dumont|Davet_Dumont
Heinrich Eberstadt|Heinrich_Eberstadt
Perseus Ecklington|Perseus_Ecklington
Edgar|Edgar
Marietta Edgecombe's father|Marietta_Edgecombe%27s_father
Eduardo|Eduardo
Carlos Eduardos|Carlos_Eduardos
Cecil Edwards|Cecil_Edwards
Charles Edwards|Charles_Edwards
Joseph Edwards|Joseph_Edwards
Mordicus Egg|Mordicus_Egg
Unidentified male Egyptian in the Weasleys' photograph|Unidentified_male_Egyptian_in_the_Weasleys%27_photograph
Unidentified male Egyptian in the Weasleys' photograph (II)|Unidentified_male_Egyptian_in_the_Weasleys%27_photograph_(II)
Unidentified male Egyptian in the Weasleys' photograph (III)|Unidentified_male_Egyptian_in_the_Weasleys%27_photograph_(III)
Elderly visitor at Leaky Cauldron|Elderly_visitor_at_Leaky_Cauldron
Elderly wizard in an emerald-green cloak|Elderly_wizard_in_an_emerald-green_cloak
Stanley Eldridge|Stanley_Eldridge
Elite No-Maj|Elite_No-Maj
Samuel Equiano|Samuel_Equiano
Jacob Erland|Jacob_Erland
Errol|Errol
Unidentified examiner with a wart on his nose|Unidentified_examiner_with_a_wart_on_his_nose
G. F.'s grandfather|G._F.%27s_grandfather
Faris Spavin's centaur assailant|Faris_Spavin%27s_centaur_assailant
Charlie Farley|Charlie_Farley
Jake Farley|Jake_Farley
Fat ghost in stairwell|Fat_ghost_in_stairwell
Father of boy who owned a magic hamster|Father_of_boy_who_owned_a_magic_hamster
Gregor Favila|Gregor_Favila
Hector Fawley|Hector_Fawley
Eustace Fawley's father|Eustace_Fawley%27s_father
Lawrence Feldman|Lawrence_Feldman
Gato Felinus|Gato_Felinus
Mervyn Fenwick|Mervyn_Fenwick
Robbie Fenwick|Robbie_Fenwick
Fergus|Fergus
Alistair Fidgen|Alistair_Fidgen
Franciscus Fieldwake|Franciscus_Fieldwake
Limus Filhous|Limus_Filhous
Thomas Fillman|Thomas_Fillman
Fingal the Fearless|Fingal_the_Fearless
Barnabus Finkley|Barnabus_Finkley
Finn|Finn
Seamus Finnigan's father|Seamus_Finnigan%27s_father
Merwyn Finwick|Merwyn_Finwick
Fisher|Fisher
Angus Fleet|Angus_Fleet
Hedley Fleetwood|Hedley_Fleetwood
Phineas Fletcher|Phineas_Fletcher
Joshua Flexson|Joshua_Flexson
Gonçalo Flores|Gon%C3%A7alo_Flores
Ambrosius Flume|Ambrosius_Flume
Agilbert Fontaine|Agilbert_Fontaine
Marlowe Forfang|Marlowe_Forfang
Freddy Forgione|Freddy_Forgione
Elphinstone Forgot|Elphinstone_Forgot
Dexter Fortescue|Dexter_Fortescue
Rufus Foster|Rufus_Foster
Edward Fountain|Edward_Fountain
Frank|Frank
Freckle-faced six-year-old's father|Freckle-faced_six-year-old%27s_father
Dietrich Frenzen|Dietrich_Frenzen
Friar|Friar
Otmar Frick|Otmar_Frick
Joseph Friend|Joseph_Friend
Denison Frisby|Denison_Frisby
Martin Frolik|Martin_Frolik
Fubster|Fubster
Rufus Fudge|Rufus_Fudge
Fuzzclaw|Fuzzclaw
Charlie G|Charlie_G
Arthur G.|Arthur_G.
Louis Gage|Louis_Gage
Mathis Gage|Mathis_Gage
Reynard Gage|Reynard_Gage
Brian Gagwilde III|Brian_Gagwilde_III
Brian Gagwilde|Brian_Gagwilde
Brian Gallagher|Brian_Gallagher
William Gallagher|William_Gallagher
Garrick Ollivander's peacock|Garrick_Ollivander%27s_peacock
John Garry|John_Garry
C. J. Gebauhr|C._J._Gebauhr
Ghost of a ragged man wearing chains|Ghost_of_a_ragged_man_wearing_chains
Portly ghost|Portly_ghost
Ghost of a highwayman|Ghost_of_a_highwayman
Unidentified ghost (VII)|Unidentified_ghost_(VII)
Ghost who played Sir Nicholas de Mimsy-Porpington's executioner|Ghost_who_played_Sir_Nicholas_de_Mimsy-Porpington%27s_executioner
Giffard Abbott's dog|Giffard_Abbott%27s_dog
Toby Gleaves|Toby_Gleaves
Glen|Glen
Goblet of Fire casket carriers|Goblet_of_Fire_casket_carriers
Melvin Godfrey|Melvin_Godfrey
Godric's Hollow Muggle boy|Godric%27s_Hollow_Muggle_boy
Goldstein sisters' grandfather|Goldstein_sisters%27_grandfather
Dragomir Gorgovitch|Dragomir_Gorgovitch
Gorilla at the Zoo|Gorilla_at_the_Zoo
Gormless Morgan|Gormless_Morgan
Gormless Morgan's boss|Gormless_Morgan%27s_boss
Miranda Goshawk's father|Miranda_Goshawk%27s_father
Gossamer|Gossamer
Harold Grace|Harold_Grace
Hermione Granger's father|Hermione_Granger%27s_father
Grawp's father|Grawp%27s_father
Franklin Greenwood|Franklin_Greenwood
Richard Griffiths (in-universe)|Richard_Griffiths_(in-universe)
Elias Grimstone|Elias_Grimstone
Gringotts Guards|Gringotts_Guards
Gringotts Head Goblin|Gringotts_Head_Goblin
Group of injured Giants|Group_of_injured_Giants
